SSC_NAME16	IndigenousStatus	persons
Mallan	Non-indigenous	53
Mallan	Torres Strait Islander	0
Mallanganee	Aboriginal	5
Mallanganee	Both Aboriginal & Torres Strait Islander	0
Mallanganee	Non-indigenous	143
Mallanganee	Torres Strait Islander	0
Mallee	Aboriginal	0
Mallee	Both Aboriginal & Torres Strait Islander	0
Mallee	Non-indigenous	10
Mallee	Torres Strait Islander	0
Mallowa	Aboriginal	0
Mallowa	Both Aboriginal & Torres Strait Islander	0
Mallowa	Non-indigenous	104
Mallowa	Torres Strait Islander	4
Maloneys Beach	Aboriginal	9
Maloneys Beach	Both Aboriginal & Torres Strait Islander	0
Maloneys Beach	Non-indigenous	362
Maloneys Beach	Torres Strait Islander	0
Malua Bay	Aboriginal	45
Malua Bay	Both Aboriginal & Torres Strait Islander	0
Malua Bay	Non-indigenous	1881
Malua Bay	Torres Strait Islander	3
Manar	Aboriginal	9
Manar	Both Aboriginal & Torres Strait Islander	0
Manar	Non-indigenous	109
Manar	Torres Strait Islander	0
Manchester Square	Aboriginal	0
Manchester Square	Both Aboriginal & Torres Strait Islander	0
Manchester Square	Non-indigenous	19
Manchester Square	Torres Strait Islander	0
Mandagery	Aboriginal	3
Mandagery	Both Aboriginal & Torres Strait Islander	0
Mandagery	Non-indigenous	62
Mandagery	Torres Strait Islander	0
Mandalong	Aboriginal	13
Mandalong	Both Aboriginal & Torres Strait Islander	0
Mandalong	Non-indigenous	413
Mandalong	Torres Strait Islander	0
Mandemar	Aboriginal	0
Mandemar	Both Aboriginal & Torres Strait Islander	0
Mandemar	Non-indigenous	62
Mandemar	Torres Strait Islander	0
Mandurama	Aboriginal	12
Mandurama	Both Aboriginal & Torres Strait Islander	0
Mandurama	Non-indigenous	343
Mandurama	Torres Strait Islander	0
Mangerton	Aboriginal	45
Mangerton	Both Aboriginal & Torres Strait Islander	0
Mangerton	Non-indigenous	2814
Mangerton	Torres Strait Islander	0
Mangoola	Aboriginal	0
Mangoola	Both Aboriginal & Torres Strait Islander	0
Mangoola	Non-indigenous	48
Mangoola	Torres Strait Islander	0
Mangoplah	Aboriginal	7
Mangoplah	Both Aboriginal & Torres Strait Islander	0
Mangoplah	Non-indigenous	302
Mangoplah	Torres Strait Islander	0
Mangrove Creek	Aboriginal	0
Mangrove Creek	Both Aboriginal & Torres Strait Islander	0
Mangrove Creek	Non-indigenous	40
Mangrove Creek	Torres Strait Islander	0
Mangrove Mountain	Aboriginal	12
Mangrove Mountain	Both Aboriginal & Torres Strait Islander	0
Mangrove Mountain	Non-indigenous	703
Mangrove Mountain	Torres Strait Islander	0
Manildra	Aboriginal	22
Manildra	Both Aboriginal & Torres Strait Islander	7
Manildra	Non-indigenous	731
Manildra	Torres Strait Islander	0
Manilla	Aboriginal	337
Manilla	Both Aboriginal & Torres Strait Islander	9
Manilla	Non-indigenous	2187
Manilla	Torres Strait Islander	17
Manly (NSW)	Aboriginal	64
Manly (NSW)	Both Aboriginal & Torres Strait Islander	3
Manly (NSW)	Non-indigenous	15799
Manly (NSW)	Torres Strait Islander	0
Manly Vale	Aboriginal	28
Manly Vale	Both Aboriginal & Torres Strait Islander	0
Manly Vale	Non-indigenous	6132
Manly Vale	Torres Strait Islander	0
Mannering Park	Aboriginal	144
Mannering Park	Both Aboriginal & Torres Strait Islander	0
Mannering Park	Non-indigenous	2323
Mannering Park	Torres Strait Islander	5
Manning Point	Aboriginal	12
Manning Point	Both Aboriginal & Torres Strait Islander	0
Manning Point	Non-indigenous	227
Manning Point	Torres Strait Islander	0
Mannus	Aboriginal	14
Mannus	Both Aboriginal & Torres Strait Islander	0
Mannus	Non-indigenous	208
Mannus	Torres Strait Islander	0
Manobalai	Aboriginal	7
Manobalai	Both Aboriginal & Torres Strait Islander	0
Manobalai	Non-indigenous	60
Manobalai	Torres Strait Islander	0
Manton (NSW)	Aboriginal	3
Manton (NSW)	Both Aboriginal & Torres Strait Islander	0
Manton (NSW)	Non-indigenous	291
Manton (NSW)	Torres Strait Islander	0
Manyana	Aboriginal	14
Manyana	Both Aboriginal & Torres Strait Islander	0
Manyana	Non-indigenous	507
Manyana	Torres Strait Islander	0
Maragle	Aboriginal	0
Maragle	Both Aboriginal & Torres Strait Islander	0
Maragle	Non-indigenous	58
Maragle	Torres Strait Islander	0
Maraylya	Aboriginal	22
Maraylya	Both Aboriginal & Torres Strait Islander	0
Maraylya	Non-indigenous	1222
Maraylya	Torres Strait Islander	0
Marayong	Aboriginal	191
Marayong	Both Aboriginal & Torres Strait Islander	4
Marayong	Non-indigenous	7499
Marayong	Torres Strait Islander	12
March	Aboriginal	3
March	Both Aboriginal & Torres Strait Islander	0
March	Non-indigenous	112
March	Torres Strait Islander	0
Marchmont	Aboriginal	0
Marchmont	Both Aboriginal & Torres Strait Islander	0
Marchmont	Non-indigenous	229
Marchmont	Torres Strait Islander	0
Mardi	Aboriginal	117
Mardi	Both Aboriginal & Torres Strait Islander	0
Mardi	Non-indigenous	3564
Mardi	Torres Strait Islander	3
Marengo (NSW)	Aboriginal	0
Marengo (NSW)	Both Aboriginal & Torres Strait Islander	0
Marengo (NSW)	Non-indigenous	7
Marengo (NSW)	Torres Strait Islander	0
Mares Run	Aboriginal	0
Mares Run	Both Aboriginal & Torres Strait Islander	0
Mares Run	Non-indigenous	0
Mares Run	Torres Strait Islander	0
Marinna	Aboriginal	0
Marinna	Both Aboriginal & Torres Strait Islander	0
Marinna	Non-indigenous	47
Marinna	Torres Strait Islander	0
Marks Point	Aboriginal	87
Marks Point	Both Aboriginal & Torres Strait Islander	0
Marks Point	Non-indigenous	1739
Marks Point	Torres Strait Islander	0
Markwell	Aboriginal	7
Markwell	Both Aboriginal & Torres Strait Islander	0
Markwell	Non-indigenous	109
Markwell	Torres Strait Islander	0
Marlee	Aboriginal	18
Marlee	Both Aboriginal & Torres Strait Islander	0
Marlee	Non-indigenous	196
Marlee	Torres Strait Islander	5
Marlo Merrican	Aboriginal	4
Marlo Merrican	Both Aboriginal & Torres Strait Islander	0
Marlo Merrican	Non-indigenous	66
Marlo Merrican	Torres Strait Islander	0
Marlow	Aboriginal	0
Marlow	Both Aboriginal & Torres Strait Islander	0
Marlow	Non-indigenous	18
Marlow	Torres Strait Islander	0
Marlowe	Aboriginal	0
Marlowe	Both Aboriginal & Torres Strait Islander	0
Marlowe	Non-indigenous	3
Marlowe	Torres Strait Islander	0
Marmong Point	Aboriginal	19
Marmong Point	Both Aboriginal & Torres Strait Islander	0
Marmong Point	Non-indigenous	739
Marmong Point	Torres Strait Islander	0
Marom Creek	Aboriginal	0
Marom Creek	Both Aboriginal & Torres Strait Islander	3
Marom Creek	Non-indigenous	124
Marom Creek	Torres Strait Islander	0
Maroota	Aboriginal	11
Maroota	Both Aboriginal & Torres Strait Islander	0
Maroota	Non-indigenous	606
Maroota	Torres Strait Islander	0
Maroubra	Aboriginal	330
Maroubra	Both Aboriginal & Torres Strait Islander	4
Maroubra	Non-indigenous	30344
Maroubra	Torres Strait Islander	10
Marrangaroo	Aboriginal	100
Marrangaroo	Both Aboriginal & Torres Strait Islander	4
Marrangaroo	Non-indigenous	801
Marrangaroo	Torres Strait Islander	4
Marrar	Aboriginal	18
Marrar	Both Aboriginal & Torres Strait Islander	0
Marrar	Non-indigenous	350
Marrar	Torres Strait Islander	0
Marrickville	Aboriginal	413
Marrickville	Both Aboriginal & Torres Strait Islander	6
Marrickville	Non-indigenous	26170
Marrickville	Torres Strait Islander	3
Marsden Park	Aboriginal	34
Marsden Park	Both Aboriginal & Torres Strait Islander	0
Marsden Park	Non-indigenous	974
Marsden Park	Torres Strait Islander	0
Marsfield	Aboriginal	36
Marsfield	Both Aboriginal & Torres Strait Islander	0
Marsfield	Non-indigenous	13261
Marsfield	Torres Strait Islander	0
Marshall Mount	Aboriginal	7
Marshall Mount	Both Aboriginal & Torres Strait Islander	0
Marshall Mount	Non-indigenous	135
Marshall Mount	Torres Strait Islander	0
Marshdale	Aboriginal	4
Marshdale	Both Aboriginal & Torres Strait Islander	0
Marshdale	Non-indigenous	40
Marshdale	Torres Strait Islander	0
Marthaguy	Aboriginal	3
Marthaguy	Both Aboriginal & Torres Strait Islander	0
Marthaguy	Non-indigenous	55
Marthaguy	Torres Strait Islander	0
Martindale	Aboriginal	4
Martindale	Both Aboriginal & Torres Strait Islander	0
Martindale	Non-indigenous	156
Martindale	Torres Strait Islander	0
Martins Creek	Aboriginal	8
Martins Creek	Both Aboriginal & Torres Strait Islander	0
Martins Creek	Non-indigenous	380
Martins Creek	Torres Strait Islander	0
Martinsville	Aboriginal	3
Martinsville	Both Aboriginal & Torres Strait Islander	0
Martinsville	Non-indigenous	358
Martinsville	Torres Strait Islander	0
Marulan	Aboriginal	46
Marulan	Both Aboriginal & Torres Strait Islander	0
Marulan	Non-indigenous	1132
Marulan	Torres Strait Islander	0
Maryland (Newcastle - NSW)	Aboriginal	428
Maryland (Newcastle - NSW)	Both Aboriginal & Torres Strait Islander	7
Maryland (Newcastle - NSW)	Non-indigenous	7256
Maryland (Newcastle - NSW)	Torres Strait Islander	3
Maryland (Tenterfield - NSW)	Aboriginal	0
Maryland (Tenterfield - NSW)	Both Aboriginal & Torres Strait Islander	0
Maryland (Tenterfield - NSW)	Non-indigenous	57
Maryland (Tenterfield - NSW)	Torres Strait Islander	0
Marys Mount	Aboriginal	0
Marys Mount	Both Aboriginal & Torres Strait Islander	0
Marys Mount	Non-indigenous	75
Marys Mount	Torres Strait Islander	0
Maryvale (NSW)	Aboriginal	20
Maryvale (NSW)	Both Aboriginal & Torres Strait Islander	0
Maryvale (NSW)	Non-indigenous	171
Maryvale (NSW)	Torres Strait Islander	0
Maryville	Aboriginal	33
Maryville	Both Aboriginal & Torres Strait Islander	0
Maryville	Non-indigenous	1408
Maryville	Torres Strait Islander	3
Mascot	Aboriginal	163
Mascot	Both Aboriginal & Torres Strait Islander	5
Mascot	Non-indigenous	14601
Mascot	Torres Strait Islander	3
Matcham	Aboriginal	12
Matcham	Both Aboriginal & Torres Strait Islander	0
Matcham	Non-indigenous	975
Matcham	Torres Strait Islander	0
Matheson	Aboriginal	0
Matheson	Both Aboriginal & Torres Strait Islander	0
Matheson	Non-indigenous	49
Matheson	Torres Strait Islander	0
Mathoura	Aboriginal	30
Mathoura	Both Aboriginal & Torres Strait Islander	0
Mathoura	Non-indigenous	908
Mathoura	Torres Strait Islander	0
Matong	Aboriginal	9
Matong	Both Aboriginal & Torres Strait Islander	0
Matong	Non-indigenous	155
Matong	Torres Strait Islander	0
Matraville	Aboriginal	310
Matraville	Both Aboriginal & Torres Strait Islander	12
Matraville	Non-indigenous	9482
Matraville	Torres Strait Islander	0
Maude (NSW)	Aboriginal	3
Maude (NSW)	Both Aboriginal & Torres Strait Islander	0
Maude (NSW)	Non-indigenous	79
Maude (NSW)	Torres Strait Islander	0
Maules Creek	Aboriginal	3
Maules Creek	Both Aboriginal & Torres Strait Islander	0
Maules Creek	Non-indigenous	110
Maules Creek	Torres Strait Islander	0
Maxwell	Aboriginal	5
Maxwell	Both Aboriginal & Torres Strait Islander	0
Maxwell	Non-indigenous	85
Maxwell	Torres Strait Islander	0
Maybole	Aboriginal	0
Maybole	Both Aboriginal & Torres Strait Islander	0
Maybole	Non-indigenous	43
Maybole	Torres Strait Islander	0
Mayers Flat	Aboriginal	0
Mayers Flat	Both Aboriginal & Torres Strait Islander	0
Mayers Flat	Non-indigenous	51
Mayers Flat	Torres Strait Islander	0
Mayfield (Newcastle - NSW)	Aboriginal	382
Mayfield (Newcastle - NSW)	Both Aboriginal & Torres Strait Islander	3
Mayfield (Newcastle - NSW)	Non-indigenous	8919
Mayfield (Newcastle - NSW)	Torres Strait Islander	10
Mayfield (Oberon - NSW)	Aboriginal	0
Mayfield (Oberon - NSW)	Both Aboriginal & Torres Strait Islander	0
Mayfield (Oberon - NSW)	Non-indigenous	7
Mayfield (Oberon - NSW)	Torres Strait Islander	0
Mayfield (Queanbeyan-Palerang Regional - NSW)	Aboriginal	0
Mayfield (Queanbeyan-Palerang Regional - NSW)	Both Aboriginal & Torres Strait Islander	0
Mayfield (Queanbeyan-Palerang Regional - NSW)	Non-indigenous	22
Mayfield (Queanbeyan-Palerang Regional - NSW)	Torres Strait Islander	0
Mayfield (Shoalhaven - NSW)	Aboriginal	3
Mayfield (Shoalhaven - NSW)	Both Aboriginal & Torres Strait Islander	0
Mayfield (Shoalhaven - NSW)	Non-indigenous	34
Mayfield (Shoalhaven - NSW)	Torres Strait Islander	0
Mayfield East	Aboriginal	54
Mayfield East	Both Aboriginal & Torres Strait Islander	0
Mayfield East	Non-indigenous	1638
Mayfield East	Torres Strait Islander	0
Mayfield North	Aboriginal	0
Mayfield North	Both Aboriginal & Torres Strait Islander	0
Mayfield North	Non-indigenous	0
Mayfield North	Torres Strait Islander	0
Mayfield West	Aboriginal	61
Mayfield West	Both Aboriginal & Torres Strait Islander	0
Mayfield West	Non-indigenous	1834
Mayfield West	Torres Strait Islander	0
Mayrung	Aboriginal	0
Mayrung	Both Aboriginal & Torres Strait Islander	0
Mayrung	Non-indigenous	148
Mayrung	Torres Strait Islander	0
Mays Hill	Aboriginal	3
Mays Hill	Both Aboriginal & Torres Strait Islander	0
Mays Hill	Non-indigenous	764
Mays Hill	Torres Strait Islander	0
Mayvale	Aboriginal	0
Mayvale	Both Aboriginal & Torres Strait Islander	0
Mayvale	Non-indigenous	12
Mayvale	Torres Strait Islander	0
McCullys Gap	Aboriginal	9
McCullys Gap	Both Aboriginal & Torres Strait Islander	0
McCullys Gap	Non-indigenous	238
McCullys Gap	Torres Strait Islander	0
McDougalls Hill	Aboriginal	6
McDougalls Hill	Both Aboriginal & Torres Strait Islander	0
McDougalls Hill	Non-indigenous	138
McDougalls Hill	Torres Strait Islander	0
McGraths Hill	Aboriginal	90
McGraths Hill	Both Aboriginal & Torres Strait Islander	0
McGraths Hill	Non-indigenous	2455
McGraths Hill	Torres Strait Islander	7
McKees Hill	Aboriginal	5
McKees Hill	Both Aboriginal & Torres Strait Islander	0
McKees Hill	Non-indigenous	349
McKees Hill	Torres Strait Islander	0
McKellars Park	Aboriginal	24
McKellars Park	Both Aboriginal & Torres Strait Islander	0
McKellars Park	Non-indigenous	203
McKellars Park	Torres Strait Islander	0
McLeans Ridges	Aboriginal	3
McLeans Ridges	Both Aboriginal & Torres Strait Islander	0
McLeans Ridges	Non-indigenous	507
McLeans Ridges	Torres Strait Islander	0
McLeods Shoot	Aboriginal	0
McLeods Shoot	Both Aboriginal & Torres Strait Islander	0
McLeods Shoot	Non-indigenous	102
McLeods Shoot	Torres Strait Islander	0
McMahons Point	Aboriginal	10
McMahons Point	Both Aboriginal & Torres Strait Islander	0
McMahons Point	Non-indigenous	2268
McMahons Point	Torres Strait Islander	0
McMahons Reef	Aboriginal	0
McMahons Reef	Both Aboriginal & Torres Strait Islander	0
McMahons Reef	Non-indigenous	57
McMahons Reef	Torres Strait Islander	0
Meadow Flat	Aboriginal	9
Meadow Flat	Both Aboriginal & Torres Strait Islander	0
Meadow Flat	Non-indigenous	300
Meadow Flat	Torres Strait Islander	0
Meadowbank (NSW)	Aboriginal	20
Meadowbank (NSW)	Both Aboriginal & Torres Strait Islander	0
Meadowbank (NSW)	Non-indigenous	4388
Meadowbank (NSW)	Torres Strait Islander	0
Mebbin	Aboriginal	0
Mebbin	Both Aboriginal & Torres Strait Islander	0
Mebbin	Non-indigenous	0
Mebbin	Torres Strait Islander	0
Mebul	Aboriginal	7
Mebul	Both Aboriginal & Torres Strait Islander	0
Mebul	Non-indigenous	33
Mebul	Torres Strait Islander	0
Medlow Bath	Aboriginal	14
Medlow Bath	Both Aboriginal & Torres Strait Islander	0
Medlow Bath	Non-indigenous	597
Medlow Bath	Torres Strait Islander	0
Medowie	Aboriginal	450
Medowie	Both Aboriginal & Torres Strait Islander	6
Medowie	Non-indigenous	9101
Medowie	Torres Strait Islander	6
Medway	Aboriginal	0
Medway	Both Aboriginal & Torres Strait Islander	0
Medway	Non-indigenous	119
Medway	Torres Strait Islander	0
Meerschaum Vale	Aboriginal	8
Meerschaum Vale	Both Aboriginal & Torres Strait Islander	0
Meerschaum Vale	Non-indigenous	389
Meerschaum Vale	Torres Strait Islander	0
Megalong Valley	Aboriginal	0
Megalong Valley	Both Aboriginal & Torres Strait Islander	0
Megalong Valley	Non-indigenous	149
Megalong Valley	Torres Strait Islander	0
Megan	Aboriginal	0
Megan	Both Aboriginal & Torres Strait Islander	0
Megan	Non-indigenous	146
Megan	Torres Strait Islander	3
Melbergen	Aboriginal	0
Melbergen	Both Aboriginal & Torres Strait Islander	0
Melbergen	Non-indigenous	4
Melbergen	Torres Strait Islander	0
Melinga	Aboriginal	0
Melinga	Both Aboriginal & Torres Strait Islander	0
Melinga	Non-indigenous	103
Melinga	Torres Strait Islander	0
Mellong	Aboriginal	0
Mellong	Both Aboriginal & Torres Strait Islander	0
Mellong	Non-indigenous	0
Mellong	Torres Strait Islander	0
Mellool	Aboriginal	0
Mellool	Both Aboriginal & Torres Strait Islander	0
Mellool	Non-indigenous	44
Mellool	Torres Strait Islander	0
Melrose Park (NSW)	Aboriginal	11
Melrose Park (NSW)	Both Aboriginal & Torres Strait Islander	0
Melrose Park (NSW)	Non-indigenous	1563
Melrose Park (NSW)	Torres Strait Islander	0
Melville (NSW)	Aboriginal	0
Melville (NSW)	Both Aboriginal & Torres Strait Islander	0
Melville (NSW)	Non-indigenous	64
Melville (NSW)	Torres Strait Islander	0
Memagong	Aboriginal	0
Memagong	Both Aboriginal & Torres Strait Islander	0
Memagong	Non-indigenous	92
Memagong	Torres Strait Islander	0
Menah	Aboriginal	6
Menah	Both Aboriginal & Torres Strait Islander	0
Menah	Non-indigenous	146
Menah	Torres Strait Islander	0
Menai	Aboriginal	146
Menai	Both Aboriginal & Torres Strait Islander	0
Menai	Non-indigenous	10158
Menai	Torres Strait Islander	0
Menangle	Aboriginal	13
Menangle	Both Aboriginal & Torres Strait Islander	0
Menangle	Non-indigenous	1137
Menangle	Torres Strait Islander	0
Menangle Park	Aboriginal	9
Menangle Park	Both Aboriginal & Torres Strait Islander	0
Menangle Park	Non-indigenous	248
Menangle Park	Torres Strait Islander	0
Mendooran	Aboriginal	41
Mendooran	Both Aboriginal & Torres Strait Islander	0
Mendooran	Non-indigenous	518
Mendooran	Torres Strait Islander	0
Menindee	Aboriginal	199
Menindee	Both Aboriginal & Torres Strait Islander	3
Menindee	Non-indigenous	346
Menindee	Torres Strait Islander	3
Merah North	Aboriginal	18
Merah North	Both Aboriginal & Torres Strait Islander	0
Merah North	Non-indigenous	168
Merah North	Torres Strait Islander	0
Merewether	Aboriginal	152
Merewether	Both Aboriginal & Torres Strait Islander	3
Merewether	Non-indigenous	10809
Merewether	Torres Strait Islander	0
Merewether Heights	Aboriginal	16
Merewether Heights	Both Aboriginal & Torres Strait Islander	0
Merewether Heights	Non-indigenous	1384
Merewether Heights	Torres Strait Islander	0
Merimbula	Aboriginal	65
Merimbula	Both Aboriginal & Torres Strait Islander	0
Merimbula	Non-indigenous	3479
Merimbula	Torres Strait Islander	0
Meringo	Aboriginal	6
Meringo	Both Aboriginal & Torres Strait Islander	0
Meringo	Non-indigenous	97
Meringo	Torres Strait Islander	0
Mernot	Aboriginal	0
Mernot	Both Aboriginal & Torres Strait Islander	0
Mernot	Non-indigenous	0
Mernot	Torres Strait Islander	0
Meroo	Aboriginal	0
Meroo	Both Aboriginal & Torres Strait Islander	0
Meroo	Non-indigenous	37
Meroo	Torres Strait Islander	0
Meroo Meadow	Aboriginal	8
Meroo Meadow	Both Aboriginal & Torres Strait Islander	0
Meroo Meadow	Non-indigenous	464
Meroo Meadow	Torres Strait Islander	0
Merotherie	Aboriginal	0
Merotherie	Both Aboriginal & Torres Strait Islander	0
Merotherie	Non-indigenous	24
Merotherie	Torres Strait Islander	0
Merriangaah	Aboriginal	0
Merriangaah	Both Aboriginal & Torres Strait Islander	0
Merriangaah	Non-indigenous	5
Merriangaah	Torres Strait Islander	0
Merricumbene	Aboriginal	0
Merricumbene	Both Aboriginal & Torres Strait Islander	0
Merricumbene	Non-indigenous	19
Merricumbene	Torres Strait Islander	0
Merrigal	Aboriginal	5
Merrigal	Both Aboriginal & Torres Strait Islander	0
Merrigal	Non-indigenous	26
Merrigal	Torres Strait Islander	0
Merrill	Aboriginal	0
Merrill	Both Aboriginal & Torres Strait Islander	0
Merrill	Non-indigenous	31
Merrill	Torres Strait Islander	0
Merriwa (NSW)	Aboriginal	119
Merriwa (NSW)	Both Aboriginal & Torres Strait Islander	8
Merriwa (NSW)	Non-indigenous	1630
Merriwa (NSW)	Torres Strait Islander	4
Merriwagga	Aboriginal	9
Merriwagga	Both Aboriginal & Torres Strait Islander	0
Merriwagga	Non-indigenous	98
Merriwagga	Torres Strait Islander	0
Merrygoen	Aboriginal	17
Merrygoen	Both Aboriginal & Torres Strait Islander	0
Merrygoen	Non-indigenous	98
Merrygoen	Torres Strait Islander	0
Merrylands	Aboriginal	223
Merrylands	Both Aboriginal & Torres Strait Islander	12
Merrylands	Non-indigenous	29418
Merrylands	Torres Strait Islander	0
Merrylands West	Aboriginal	68
Merrylands West	Both Aboriginal & Torres Strait Islander	0
Merrylands West	Non-indigenous	6524
Merrylands West	Torres Strait Islander	0
Merungle Hill	Aboriginal	8
Merungle Hill	Both Aboriginal & Torres Strait Islander	0
Merungle Hill	Non-indigenous	254
Merungle Hill	Torres Strait Islander	0
Meryla	Aboriginal	0
Meryla	Both Aboriginal & Torres Strait Islander	0
Meryla	Non-indigenous	4
Meryla	Torres Strait Islander	0
Metford	Aboriginal	319
Metford	Both Aboriginal & Torres Strait Islander	8
Metford	Non-indigenous	4425
Metford	Torres Strait Islander	12
Methul	Aboriginal	0
Methul	Both Aboriginal & Torres Strait Islander	0
Methul	Non-indigenous	52
Methul	Torres Strait Islander	0
Metz	Aboriginal	0
Metz	Both Aboriginal & Torres Strait Islander	0
Metz	Non-indigenous	106
Metz	Torres Strait Islander	0
Miamley	Aboriginal	0
Miamley	Both Aboriginal & Torres Strait Islander	0
Miamley	Non-indigenous	0
Miamley	Torres Strait Islander	0
Miandetta (NSW)	Aboriginal	7
Miandetta (NSW)	Both Aboriginal & Torres Strait Islander	0
Miandetta (NSW)	Non-indigenous	32
Miandetta (NSW)	Torres Strait Islander	0
Micalo Island	Aboriginal	0
Micalo Island	Both Aboriginal & Torres Strait Islander	0
Micalo Island	Non-indigenous	34
Micalo Island	Torres Strait Islander	0
Michelago	Aboriginal	21
Michelago	Both Aboriginal & Torres Strait Islander	0
Michelago	Non-indigenous	541
Michelago	Torres Strait Islander	0
Middle Arm	Aboriginal	12
Middle Arm	Both Aboriginal & Torres Strait Islander	0
Middle Arm	Non-indigenous	350
Middle Arm	Torres Strait Islander	0
Middle Brook	Aboriginal	3
Middle Brook	Both Aboriginal & Torres Strait Islander	0
Middle Brook	Non-indigenous	222
Middle Brook	Torres Strait Islander	0
Middle Brother	Aboriginal	5
Middle Brother	Both Aboriginal & Torres Strait Islander	0
Middle Brother	Non-indigenous	42
Middle Brother	Torres Strait Islander	0
Middle Cove	Aboriginal	9
Middle Cove	Both Aboriginal & Torres Strait Islander	0
Middle Cove	Non-indigenous	1331
Middle Cove	Torres Strait Islander	0
Middle Dural	Aboriginal	0
Middle Dural	Both Aboriginal & Torres Strait Islander	0
Middle Dural	Non-indigenous	1008
Middle Dural	Torres Strait Islander	0
Middle Falbrook	Aboriginal	8
Middle Falbrook	Both Aboriginal & Torres Strait Islander	0
Middle Falbrook	Non-indigenous	84
Middle Falbrook	Torres Strait Islander	0
Middle Flat	Aboriginal	7
Middle Flat	Both Aboriginal & Torres Strait Islander	0
Middle Flat	Non-indigenous	47
Middle Flat	Torres Strait Islander	0
Middle Pocket	Aboriginal	3
Middle Pocket	Both Aboriginal & Torres Strait Islander	0
Middle Pocket	Non-indigenous	135
Middle Pocket	Torres Strait Islander	0
Middleton Grange	Aboriginal	46
Middleton Grange	Both Aboriginal & Torres Strait Islander	0
Middleton Grange	Non-indigenous	5131
Middleton Grange	Torres Strait Islander	0
Middlingbank	Aboriginal	0
Middlingbank	Both Aboriginal & Torres Strait Islander	0
Middlingbank	Non-indigenous	14
Middlingbank	Torres Strait Islander	0
Midginbil	Aboriginal	0
Midginbil	Both Aboriginal & Torres Strait Islander	0
Midginbil	Non-indigenous	72
Midginbil	Torres Strait Islander	0
Mihi	Aboriginal	0
Mihi	Both Aboriginal & Torres Strait Islander	0
Mihi	Non-indigenous	38
Mihi	Torres Strait Islander	0
Mila	Aboriginal	5
Mila	Both Aboriginal & Torres Strait Islander	0
Mila	Non-indigenous	40
Mila	Torres Strait Islander	0
Milbrodale	Aboriginal	8
Milbrodale	Both Aboriginal & Torres Strait Islander	0
Milbrodale	Non-indigenous	109
Milbrodale	Torres Strait Islander	0
Milbrulong	Aboriginal	6
Milbrulong	Both Aboriginal & Torres Strait Islander	0
Milbrulong	Non-indigenous	88
Milbrulong	Torres Strait Islander	0
Milkers Flat	Aboriginal	0
Milkers Flat	Both Aboriginal & Torres Strait Islander	0
Milkers Flat	Non-indigenous	5
Milkers Flat	Torres Strait Islander	0
Millah Murrah	Aboriginal	0
Millah Murrah	Both Aboriginal & Torres Strait Islander	0
Millah Murrah	Non-indigenous	26
Millah Murrah	Torres Strait Islander	0
Millbank (NSW)	Aboriginal	18
Millbank (NSW)	Both Aboriginal & Torres Strait Islander	0
Millbank (NSW)	Non-indigenous	106
Millbank (NSW)	Torres Strait Islander	0
Miller	Aboriginal	127
Miller	Both Aboriginal & Torres Strait Islander	0
Miller	Non-indigenous	3110
Miller	Torres Strait Islander	0
Millers Forest	Aboriginal	17
Millers Forest	Both Aboriginal & Torres Strait Islander	0
Millers Forest	Non-indigenous	318
Millers Forest	Torres Strait Islander	0
Millers Point	Aboriginal	9
Millers Point	Both Aboriginal & Torres Strait Islander	0
Millers Point	Non-indigenous	1473
Millers Point	Torres Strait Islander	0
Millfield	Aboriginal	47
Millfield	Both Aboriginal & Torres Strait Islander	0
Millfield	Non-indigenous	959
Millfield	Torres Strait Islander	0
Millie	Aboriginal	0
Millie	Both Aboriginal & Torres Strait Islander	0
Millie	Non-indigenous	28
Millie	Torres Strait Islander	0
Millingandi	Aboriginal	0
Millingandi	Both Aboriginal & Torres Strait Islander	0
Millingandi	Non-indigenous	446
Millingandi	Torres Strait Islander	0
Millthorpe	Aboriginal	37
Millthorpe	Both Aboriginal & Torres Strait Islander	0
Millthorpe	Non-indigenous	1213
Millthorpe	Torres Strait Islander	3
Milparinka	Aboriginal	3
Milparinka	Both Aboriginal & Torres Strait Islander	0
Milparinka	Non-indigenous	74
Milparinka	Torres Strait Islander	0
Milperra	Aboriginal	94
Milperra	Both Aboriginal & Torres Strait Islander	0
Milperra	Non-indigenous	3858
Milperra	Torres Strait Islander	0
Milroy (Gunnedah - NSW)	Aboriginal	0
Milroy (Gunnedah - NSW)	Both Aboriginal & Torres Strait Islander	0
Milroy (Gunnedah - NSW)	Non-indigenous	77
Milroy (Gunnedah - NSW)	Torres Strait Islander	0
Milroy (Mid-Western Regional - NSW)	Aboriginal	0
Milroy (Mid-Western Regional - NSW)	Both Aboriginal & Torres Strait Islander	0
Milroy (Mid-Western Regional - NSW)	Non-indigenous	51
Milroy (Mid-Western Regional - NSW)	Torres Strait Islander	0
Milsons Passage	Aboriginal	0
Milsons Passage	Both Aboriginal & Torres Strait Islander	0
Milsons Passage	Non-indigenous	20
Milsons Passage	Torres Strait Islander	0
Milsons Point	Aboriginal	0
Milsons Point	Both Aboriginal & Torres Strait Islander	0
Milsons Point	Non-indigenous	2158
Milsons Point	Torres Strait Islander	0
Milton (NSW)	Aboriginal	18
